"id","iter","epred","eres","ewres","npd","npde"
1,0,32.98649,4.31350999999999,0.39312293044349,0.331853346436817,0.331853346436817
1,0,55.16439,7.03561000000001,0.19897869808175,0.331853346436817,0.201893479141851
1,0,72.73415,1.36584999999999,-0.610934640971768,0.0501535834647337,-0.582841507271216
1,0,74.96015,0.139849999999996,-0.192167909093386,0.0752698620998299,-0.150969215496777
1,0,70.28047,-11.98047,-1.18750908983652,-0.738846849185214,-1.1263911290388
1,0,61.19115,-13.09115,-0.358449603067949,-0.772193214188685,-0.412463129441405
1,0,52.99737,-7.19737000000001,0.697622680453787,-0.412463129441405,0.706302562840088
1,0,36.29181,-18.29181,-1.34482923475675,-1.40507156030963,-1.2815515655446
1,0,16.262574,-10.532574,-0.340615074780662,-1.1263911290388,-0.305480788099397
1,0,7.2422496,-5.6322496,0.383644047221346,-1.08031934081496,0.738846849185214
1,0,1.659029759,-1.498029759,0.363677010933435,-0.772193214188685,0.674489750196082
2,0,32.91392,5.48608,0.47480256722356,0.524400512708041,0.524400512708041
2,0,54.36598,3.03402,-0.540264839116089,0.2533471031358,-0.674489750196082
2,0,72.7127,18.8873,1.32433732486848,0.954165253146194,1.55477359459685
2,0,76.69794,21.90206,1.16010296843497,1.2815515655446,1.2815515655446
2,0,69.77278,10.92722,-0.665364172752635,0.772193214188685,-0.553384719555673
2,0,61.20712,-0.207120000000003,-1.63361408856867,0.0752698620998299,-1.64485362695147
2,0,52.42241,4.37759,0.309002845013764,0.412463129441405,0.305480788099397
2,0,35.20014,-2.40014,-0.339971039103801,-0.176374164780861,-0.176374164780861
2,0,15.798852,-2.198852,0.600900668593846,-0.0501535834647337,0.772193214188685
2,0,7.1508851,-3.3008851,0.0854047358931787,-0.439913165673234,0.305480788099397
2,0,1.611683345,-0.937683345,0.400994521436739,-0.0501535834647337,0.582841507271216
3,0,31.647474,42.452526,3.68479897061817,2.5758293035489,2.5758293035489
3,0,51.41016,62.58984,0.684620566434409,2.5758293035489,0.772193214188685
3,0,69.29666,65.70334,-0.480972819704679,2.32634787404084,-0.674489750196082
3,0,72.74355,38.25645,-0.97735242760172,1.88079360815125,-0.915365087842814
3,0,66.65453,42.34547,1.9177838430967,2.05374891063182,1.88079360815125
3,0,57.6599,36.1401,2.02713944059706,1.88079360815125,2.32634787404084
3,0,50.25955,18.64045,1.37935162858044,1.40507156030963,1.47579102817917
3,0,34.794,-1.194,-1.40385183681678,0,-1.34075503369022
3,0,15.648635,-8.098635,-0.756242889191841,-0.841621233572914,-0.994457883209753
3,0,7.1830721,-5.6930721,1.10487339053815,-1.08031934081496,1.2815515655446
3,0,1.69543447,-1.63813447,1.08513185541445,-1.17498679206609,1.40507156030963
4,0,33.13046,-9.23046,-0.685453951235572,-0.553384719555673,-0.553384719555673
4,0,54.38464,-21.18464,-1.03032324497326,-1.1263911290388,-0.954165253146194
4,0,73.58276,-8.98276,0.790358659465378,-0.385320466407568,0.80642124701824
4,0,75.10723,-15.00723,-0.375613511304178,-0.674489750196082,-0.467698799114508
4,0,67.45665,4.44335000000001,1.31441992890972,0.439913165673234,1.34075503369022
4,0,60.75565,7.04434999999999,0.333904663732469,0.582841507271216,0.582841507271216
4,0,51.00847,6.09153,-0.407188014670507,0.582841507271216,-0.358458793251194
4,0,35.287601,7.01239899999999,-0.328825294659297,0.582841507271216,-0.279319034447454
4,0,15.8863341,18.4136659,3.41002108742579,1.64485362695147,2.32634787404084
4,0,7.20921866,10.09078134,0.452223834473836,1.47579102817917,0.80642124701824
4,0,1.6375878803,6.3124121197,4.39033615641083,2.32634787404084,2.5758293035489
5,0,30.89556,-2.09556,-0.203423413243197,-0.0752698620998299,-0.0752698620998299
5,0,50.91278,-6.71278,-0.553215526175051,-0.305480788099397,-0.674489750196082
5,0,70.51819,-16.31819,-1.19845328746698,-0.954165253146194,-1.22652812003661
5,0,74.82976,-2.12975999999999,1.05129425674635,-0.10043372051147,1.17498679206609
5,0,69.04273,0.157269999999997,0.512545637271678,0.150969215496777,0.612812991016627
5,0,61.18271,-3.48271,-0.53421709570619,-0.201893479141851,-0.467698799114508
5,0,53.21686,-1.61686,-0.406838586071851,-0.176374164780861,-0.358458793251194
5,0,38.01328,-7.01328,-0.980789361260318,-0.553384719555673,-1.1263911290388
5,0,18.098743,-9.108743,-1.80406284677375,-1.17498679206609,-2.05374891063182
5,0,8.441635,-4.191635,0.652359127141043,-0.553384719555673,0.841621233572914
5,0,1.980586884,-1.628586884,0.0242691004535125,-0.877896295051228,0.0250689082587111
6,0,31.65385,8.04615,0.564060592214514,0.738846849185214,0.738846849185214
6,0,51.79885,7.00115,-0.455337018722475,0.331853346436817,-0.495850347347453
6,0,70.52856,14.57144,0.305414366631289,0.738846849185214,0.305480788099397
6,0,71.75039,20.34961,1.15347071449693,1.08031934081496,1.08031934081496
6,0,67.70093,15.59907,0.54118727007836,0.954165253146194,0.612812991016627
6,0,59.91821,10.78179,-0.0915155785631547,0.841621233572914,0
6,0,51.40442,1.89558,-1.39952795660263,0.439913165673234,-1.64485362695147
